"state","candidate_name","pollster_rating_name","predicted_pct"
"Illinois","Kamala Harris","ActiVote",51.0238282412269
"Illinois","Donald Trump","ActiVote",48.526857459156
"Tennessee","Kamala Harris","ActiVote",50.9984301595667
"Tennessee","Donald Trump","ActiVote",48.4887207231642
"North Carolina","Kamala Harris","East Carolina University Center for Survey Research",46.2513933371786
"North Carolina","Donald Trump","East Carolina University Center for Survey Research",43.698185152288
"North Carolina","Chase Oliver","East Carolina University Center for Survey Research",0.663879331347985
"North Carolina","Jill Stein","East Carolina University Center for Survey Research",0.839693549934492
"North Carolina","Randall A. Terry","East Carolina University Center for Survey Research",3.62126618169674
"North Carolina","Cornel West","East Carolina University Center for Survey Research",0.607222849813979
"Michigan","Kamala Harris","Glengariff Group",45.7420695944559
"Michigan","Donald Trump","Glengariff Group",43.3974702138069
"Michigan","Robert F. Kennedy","Glengariff Group",9.31295371200254
"Michigan","Jill Stein","Glengariff Group",0.163654824197816
"Arizona","Kamala Harris","Emerson College",47.215338154413
"Arizona","Donald Trump","Emerson College",44.5412594737611
"Michigan","Kamala Harris","Emerson College",47.0942303505304
"Michigan","Donald Trump","Emerson College",44.5097043161811
"Nevada","Kamala Harris","Emerson College",47.2978149079048
"Nevada","Donald Trump","Emerson College",44.7039838588064
"Pennsylvania","Kamala Harris","Emerson College",47.2638421946896
"Pennsylvania","Donald Trump","Emerson College",44.7371732485646
"Wisconsin","Kamala Harris","Emerson College",47.2960759664387
"Wisconsin","Donald Trump","Emerson College",44.7981000043985
"North Carolina","Kamala Harris","Emerson College",47.2100178777861
"North Carolina","Donald Trump","Emerson College",44.6719913888638
"Georgia","Kamala Harris","Emerson College",47.1074253765056
"Georgia","Donald Trump","Emerson College",44.6832402568207
"North Carolina","Kamala Harris","Redfield & Wilton Strategies",45.3269279846813
"North Carolina","Donald Trump","Redfield & Wilton Strategies",42.9651221274998
"North Carolina","Chase Oliver","Redfield & Wilton Strategies",-0.215934430843877
"North Carolina","Jill Stein","Redfield & Wilton Strategies",-0.161002162824015
"Arizona","Kamala Harris","Redfield & Wilton Strategies",45.4883604363982
"Arizona","Donald Trump","Redfield & Wilton Strategies",42.8462959754455
"Arizona","Chase Oliver","Redfield & Wilton Strategies",-0.310998358347894
"Arizona","Jill Stein","Redfield & Wilton Strategies",-0.206440143800908
"Florida","Kamala Harris","Redfield & Wilton Strategies",45.4088375968914
"Florida","Donald Trump","Redfield & Wilton Strategies",43.0240432934177
"Florida","Chase Oliver","Redfield & Wilton Strategies",0.0481058482464048
"Florida","Jill Stein","Redfield & Wilton Strategies",-0.068617076251457
"Georgia","Kamala Harris","Redfield & Wilton Strategies",45.4659475366879
"Georgia","Donald Trump","Redfield & Wilton Strategies",42.8742766303827
"Georgia","Chase Oliver","Redfield & Wilton Strategies",-0.227135624474834
"Georgia","Jill Stein","Redfield & Wilton Strategies",-0.29657067617956
"Michigan","Kamala Harris","Redfield & Wilton Strategies",45.2857864069329
"Michigan","Donald Trump","Redfield & Wilton Strategies",42.8701032309867
"Michigan","Chase Oliver","Redfield & Wilton Strategies",-0.357768632862356
"Michigan","Jill Stein","Redfield & Wilton Strategies",-0.329187795475893
"Minnesota","Kamala Harris","Redfield & Wilton Strategies",45.1989796953374
"Minnesota","Donald Trump","Redfield & Wilton Strategies",42.7114391004018
"Minnesota","Chase Oliver","Redfield & Wilton Strategies",-0.44283917924111
"Minnesota","Jill Stein","Redfield & Wilton Strategies",-0.322212389385224
"Nevada","Kamala Harris","Redfield & Wilton Strategies",45.4170622072199
"Nevada","Donald Trump","Redfield & Wilton Strategies",42.7901701860794
"Nevada","Chase Oliver","Redfield & Wilton Strategies",-0.331167431866461
"Nevada","Jill Stein","Redfield & Wilton Strategies",-0.480787175389005
"New Mexico","Kamala Harris","Redfield & Wilton Strategies",45.2820031842666
"New Mexico","Donald Trump","Redfield & Wilton Strategies",42.78023824156
"New Mexico","Chase Oliver","Redfield & Wilton Strategies",-0.251295850221349
"New Mexico","Jill Stein","Redfield & Wilton Strategies",-0.501993030837336
"Pennsylvania","Kamala Harris","Redfield & Wilton Strategies",45.4788796083755
"Pennsylvania","Donald Trump","Redfield & Wilton Strategies",43.0950059301026
"Pennsylvania","Chase Oliver","Redfield & Wilton Strategies",-0.160458283118555
"Pennsylvania","Jill Stein","Redfield & Wilton Strategies",-0.171351816164083
"Wisconsin","Kamala Harris","Redfield & Wilton Strategies",45.2591592079811
"Wisconsin","Donald Trump","Redfield & Wilton Strategies",42.8882055622969
"Wisconsin","Chase Oliver","Redfield & Wilton Strategies",-0.243446009991008
"Wisconsin","Jill Stein","Redfield & Wilton Strategies",-0.368653295624314
"Michigan","Kamala Harris","ActiVote",51.134612547984
"Michigan","Donald Trump","ActiVote",48.5268028816819
"North Carolina","Kamala Harris","SoCal Research",48.815227224878
"North Carolina","Donald Trump","SoCal Research",46.434536884487
"Arizona","Kamala Harris","Morning Consult",47.3135650891993
"Arizona","Donald Trump","Morning Consult",44.7567410021128
"Arizona","Jill Stein","Morning Consult",1.85044423694589
"Arizona","Chase Oliver","Morning Consult",1.71942411745407
"Arizona","Kamala Harris","Morning Consult",47.4048263659684
"Arizona","Donald Trump","Morning Consult",44.7664307356097
"Arizona","Kamala Harris","Morning Consult",47.3977892142377
"Arizona","Donald Trump","Morning Consult",44.8112845927872
"Arizona","Jill Stein","Morning Consult",1.6780138173531
"Arizona","Chase Oliver","Morning Consult",1.73602950462868
"Arizona","Kamala Harris","Morning Consult",47.4129951092308
"Arizona","Donald Trump","Morning Consult",44.7902046804701
"Nebraska","Kamala Harris","SurveyUSA",46.5987490889965
"Nebraska","Donald Trump","SurveyUSA",44.0641291120778
"Nebraska CD-2","Kamala Harris","SurveyUSA",46.2771122853884
"Nebraska CD-2","Donald Trump","SurveyUSA",43.833724411499
"West Virginia","Kamala Harris","Repass",45.2490233564223
"West Virginia","Donald Trump","Repass",42.6723299974558
"Arizona","Kamala Harris","Beacon Research/Shaw & Co. Research",48.2124795736406
"Arizona","Donald Trump","Beacon Research/Shaw & Co. Research",45.6688138035863
"Arizona","Jill Stein","Beacon Research/Shaw & Co. Research",2.54217280591423
"Arizona","Chase Oliver","Beacon Research/Shaw & Co. Research",2.53117871846238
"Arizona","Cornel West","Beacon Research/Shaw & Co. Research",2.40022841586671
"Arizona","Kamala Harris","Beacon Research/Shaw & Co. Research",48.1098234352528
"Arizona","Donald Trump","Beacon Research/Shaw & Co. Research",45.6135873238078
"Georgia","Kamala Harris","Beacon Research/Shaw & Co. Research",48.2310451067696
"Georgia","Donald Trump","Beacon Research/Shaw & Co. Research",45.7134561285646
"Georgia","Cornel West","Beacon Research/Shaw & Co. Research",2.42707362482023
"Georgia","Jill Stein","Beacon Research/Shaw & Co. Research",2.50775437258912
"Georgia","Chase Oliver","Beacon Research/Shaw & Co. Research",2.53008113497656
"Georgia","Kamala Harris","Beacon Research/Shaw & Co. Research",48.0566479980864
"Georgia","Donald Trump","Beacon Research/Shaw & Co. Research",45.5821550660124
"Nevada","Kamala Harris","Beacon Research/Shaw & Co. Research",48.1713183777115
"Nevada","Donald Trump","Beacon Research/Shaw & Co. Research",45.7062851031185
"Nevada","Jill Stein","Beacon Research/Shaw & Co. Research",2.58411782821053
"Nevada","Chase Oliver","Beacon Research/Shaw & Co. Research",2.63899086339969
"Nevada","Cornel West","Beacon Research/Shaw & Co. Research",2.35043738165884
"Nevada","Kamala Harris","Beacon Research/Shaw & Co. Research",48.1536784635651
"Nevada","Donald Trump","Beacon Research/Shaw & Co. Research",45.5441014656331
"North Carolina","Kamala Harris","Beacon Research/Shaw & Co. Research",48.1857099479378
"North Carolina","Donald Trump","Beacon Research/Shaw & Co. Research",45.5797455911071
"North Carolina","Cornel West","Beacon Research/Shaw & Co. Research",2.3349134743577
"North Carolina","Jill Stein","Beacon Research/Shaw & Co. Research",2.40085295268536
"North Carolina","Chase Oliver","Beacon Research/Shaw & Co. Research",2.32469927273993
"North Carolina","Kamala Harris","Beacon Research/Shaw & Co. Research",48.1413984704683
"North Carolina","Donald Trump","Beacon Research/Shaw & Co. Research",45.7478708049061
"Georgia","Kamala Harris","Morning Consult",47.4405655647609
"Georgia","Donald Trump","Morning Consult",44.8381486602074
"Georgia","Jill Stein","Morning Consult",1.62933213475486
"Georgia","Chase Oliver","Morning Consult",1.65618349977676
"Georgia","Kamala Harris","Morning Consult",47.2416084300792
"Georgia","Donald Trump","Morning Consult",44.7582878468323
"Georgia","Kamala Harris","Morning Consult",47.4604172562503
"Georgia","Donald Trump","Morning Consult",44.8946199657562
"Georgia","Jill Stein","Morning Consult",1.53153763523309
"Georgia","Chase Oliver","Morning Consult",1.67659550250725
"Georgia","Kamala Harris","Morning Consult",47.3772951584508
"Georgia","Donald Trump","Morning Consult",45.0441452879439
"Michigan","Kamala Harris","Morning Consult",47.3596796761033
"Michigan","Donald Trump","Morning Consult",44.8237704295325
"Michigan","Jill Stein","Morning Consult",1.53246776892303
"Michigan","Chase Oliver","Morning Consult",1.57475661902002
"Michigan","Kamala Harris","Morning Consult",47.2323024597736
"Michigan","Donald Trump","Morning Consult",44.6755908187782
"Michigan","Kamala Harris","Morning Consult",47.2133029591924
"Michigan","Donald Trump","Morning Consult",44.8063756805165
"Michigan","Jill Stein","Morning Consult",1.60181168087338
"Michigan","Chase Oliver","Morning Consult",1.72869301650267
"Michigan","Kamala Harris","Morning Consult",47.1441797944426
"Michigan","Donald Trump","Morning Consult",44.8348534851542
"Nevada","Kamala Harris","Morning Consult",47.3331082058067
"Nevada","Donald Trump","Morning Consult",44.7229976540523
"Nevada","Jill Stein","Morning Consult",1.44799602002645
"Nevada","Chase Oliver","Morning Consult",1.65557780504702
"Nevada","Kamala Harris","Morning Consult",47.1513416215353
"Nevada","Donald Trump","Morning Consult",44.7392508809094
"Nevada","Kamala Harris","Morning Consult",47.0885044816114
"Nevada","Donald Trump","Morning Consult",44.81124993321
"Nevada","Jill Stein","Morning Consult",1.53994083620552
"Nevada","Chase Oliver","Morning Consult",1.64643821675525
"Nevada","Kamala Harris","Morning Consult",47.3004841020066
"Nevada","Donald Trump","Morning Consult",44.5798683546547
"North Carolina","Kamala Harris","Morning Consult",47.2659898477288
"North Carolina","Donald Trump","Morning Consult",44.7665494963248
"North Carolina","Jill Stein","Morning Consult",1.70122259364887
"North Carolina","Chase Oliver","Morning Consult",1.79187647280872
"North Carolina","Kamala Harris","Morning Consult",47.3104076606099
"North Carolina","Donald Trump","Morning Consult",44.8774221401385
"North Carolina","Kamala Harris","Morning Consult",47.2177975210947
"North Carolina","Donald Trump","Morning Consult",44.7884622321416
"North Carolina","Jill Stein","Morning Consult",1.68078979087829
"North Carolina","Chase Oliver","Morning Consult",1.78424078266212
"North Carolina","Kamala Harris","Morning Consult",47.1748218047907
"North Carolina","Donald Trump","Morning Consult",44.7159372255498
"Pennsylvania","Kamala Harris","Morning Consult",47.4021738322075
"Pennsylvania","Donald Trump","Morning Consult",44.9320580949693
"Pennsylvania","Jill Stein","Morning Consult",1.72662149011522
"Pennsylvania","Chase Oliver","Morning Consult",1.88140612300879
"Pennsylvania","Kamala Harris","Morning Consult",47.3442442448324
"Pennsylvania","Donald Trump","Morning Consult",44.8944745725156
"Pennsylvania","Kamala Harris","Morning Consult",47.2268839128983
"Pennsylvania","Donald Trump","Morning Consult",44.7445267338947
"Pennsylvania","Jill Stein","Morning Consult",1.6193143702168
"Pennsylvania","Chase Oliver","Morning Consult",1.95303367348834
"Pennsylvania","Kamala Harris","Morning Consult",47.3429015306096
"Pennsylvania","Donald Trump","Morning Consult",45.0999426697556
"Wisconsin","Kamala Harris","Morning Consult",47.3209358884793
"Wisconsin","Donald Trump","Morning Consult",44.8217093216836
"Wisconsin","Jill Stein","Morning Consult",1.71571185624265
"Wisconsin","Chase Oliver","Morning Consult",1.73851118090987
"Wisconsin","Kamala Harris","Morning Consult",47.238648368245
"Wisconsin","Donald Trump","Morning Consult",44.8557017703821
"Wisconsin","Kamala Harris","Morning Consult",47.3071422455992
"Wisconsin","Donald Trump","Morning Consult",44.6843770917802
"Wisconsin","Jill Stein","Morning Consult",1.65028800036747
"Wisconsin","Chase Oliver","Morning Consult",1.77845612950845
"Wisconsin","Kamala Harris","Morning Consult",47.2214890819796
"Wisconsin","Donald Trump","Morning Consult",44.8159261199063
"Michigan","Kamala Harris","EPIC-MRA",47.5534851951692
"Michigan","Donald Trump","EPIC-MRA",45.0210330340079
"Michigan","Robert F. Kennedy","EPIC-MRA",10.9438390662027
"Michigan","Jill Stein","EPIC-MRA",1.77674508219035
"Michigan","Kamala Harris","EPIC-MRA",47.371690420602
"Michigan","Donald Trump","EPIC-MRA",44.8798466286772
"California","Kamala Harris","Capitol Weekly",45.9962567073
"California","Donald Trump","Capitol Weekly",43.7543888494643
"California","Robert F. Kennedy","Capitol Weekly",9.46685440874933
"California","Cornel West","Capitol Weekly",0.275098124170531
"California","Jill Stein","Capitol Weekly",0.487045710863335
"California","Claudia De La Cruz","Capitol Weekly",5.19123026632285
"California","Joe Biden","Capitol Weekly",39.1620242650746
"California","Donald Trump","Capitol Weekly",43.6108301610073
"California","Robert F. Kennedy","Capitol Weekly",9.61329314905016
"California","Cornel West","Capitol Weekly",0.378351548266337
"California","Jill Stein","Capitol Weekly",0.322270078039441
"California","Claudia De La Cruz","Capitol Weekly",5.23142205994632
"Michigan","Kamala Harris","Z to A Research",46.0635876468382
"Michigan","Donald Trump","Z to A Research",43.456205574351
"Michigan","Robert F. Kennedy","Z to A Research",9.39854871569827
"Michigan","Chase Oliver","Z to A Research",0.365856508496829
"Michigan","Jill Stein","Z to A Research",0.273047497009667
"Pennsylvania","Kamala Harris","Z to A Research",46.1741746844502
"Pennsylvania","Donald Trump","Z to A Research",43.5786689095046
"Pennsylvania","Robert F. Kennedy","Z to A Research",9.47068786284795
"Wisconsin","Kamala Harris","Z to A Research",45.9932316816149
"Wisconsin","Donald Trump","Z to A Research",43.6709904117472
"Wisconsin","Robert F. Kennedy","Z to A Research",9.35208559072261
"Wisconsin","Chase Oliver","Z to A Research",0.468209300718582
"Wisconsin","Jill Stein","Z to A Research",0.474468981573775
"Florida","Kamala Harris","Cherry Communications",47.8846446209398
"Florida","Donald Trump","Cherry Communications",45.315353229051
"Pennsylvania","Kamala Harris","SoCal Research",48.9243170331425
"Pennsylvania","Donald Trump","SoCal Research",46.2323619386985
"Pennsylvania","Joe Biden","SoCal Research",41.8116950379943
"Pennsylvania","Donald Trump","SoCal Research",46.3631197401959
"Pennsylvania","Kamala Harris","SoCal Research",48.8168730193247
"Pennsylvania","Donald Trump","SoCal Research",46.3933458734028
"Pennsylvania","Joe Biden","SoCal Research",42.016453475235
"Pennsylvania","Donald Trump","SoCal Research",46.2839781152158
"Pennsylvania","Kamala Harris","YouGov",46.699942973973
"Pennsylvania","Donald Trump","YouGov",44.4516245080256
"Pennsylvania","Kamala Harris","YouGov",46.7003727627989
"Pennsylvania","Donald Trump","YouGov",44.3272549361341
"Pennsylvania","Robert F. Kennedy","YouGov",10.1499833287031
"Pennsylvania","Jill Stein","YouGov",1.23589733485047
"Pennsylvania","Cornel West","YouGov",1.1709102892118
"Pennsylvania","Chase Oliver","YouGov",1.10024025841116
"Wisconsin","Kamala Harris","YouGov",46.6670870031949
"Wisconsin","Donald Trump","YouGov",44.5381565308699
"Wisconsin","Kamala Harris","YouGov",46.6660827944309
"Wisconsin","Donald Trump","YouGov",44.3239208347037
"Wisconsin","Robert F. Kennedy","YouGov",10.1120802543889
"Wisconsin","Jill Stein","YouGov",0.957892460535677
"Wisconsin","Cornel West","YouGov",1.01806958722277
"Wisconsin","Chase Oliver","YouGov",0.960517987245667
"Michigan","Kamala Harris","YouGov",46.5936044156187
"Michigan","Donald Trump","YouGov",44.0754760809463
"Michigan","Kamala Harris","YouGov",46.7751946446644
"Michigan","Donald Trump","YouGov",44.253401011224
"Michigan","Robert F. Kennedy","YouGov",10.1626293161584
"Michigan","Jill Stein","YouGov",1.15120333200871
"Michigan","Cornel West","YouGov",0.836579442678883
"Michigan","Chase Oliver","YouGov",1.00915522990172
"Texas","Kamala Harris","Public Policy Polling",49.0076523587791
"Texas","Donald Trump","Public Policy Polling",46.5070332246373
"Texas","Jill Stein","Public Policy Polling",3.33624081804045
"Texas","Robert F. Kennedy","Public Policy Polling",12.5175648051221
"Texas","Cornel West","Public Policy Polling",3.34823992754286
"Texas","Kamala Harris","Public Policy Polling",48.9911050368849
"Texas","Donald Trump","Public Policy Polling",46.5450015855531
"Florida","Kamala Harris","Public Policy Polling",49.2209220717056
"Florida","Donald Trump","Public Policy Polling",46.7190937767994
"Florida","Jill Stein","Public Policy Polling",3.4950995682388
"Florida","Robert F. Kennedy","Public Policy Polling",12.6588031900185
"Florida","Cornel West","Public Policy Polling",3.59339646599677
"Florida","Kamala Harris","Public Policy Polling",49.1332770664452
"Florida","Donald Trump","Public Policy Polling",46.5450692514735
"New Mexico","Kamala Harris","Emerson College",47.2512123953436
"New Mexico","Donald Trump","Emerson College",44.5471991443017
"New Mexico","Kamala Harris","Emerson College",47.1438331617879
"New Mexico","Donald Trump","Emerson College",44.7045234508831
"New Mexico","Robert F. Kennedy","Emerson College",10.7341724748183
"New Mexico","Cornel West","Emerson College",1.44452660777207
"New Mexico","Jill Stein","Emerson College",1.50499216163351
"New Mexico","Chase Oliver","Emerson College",1.48202278278777
"Virginia","Kamala Harris","Quantus Insights",47.9658422292436
"Virginia","Donald Trump","Quantus Insights",45.3724757465753
"Michigan","Kamala Harris","TIPP Insights",47.1369276721407
"Michigan","Donald Trump","TIPP Insights",44.6741105326689
"Michigan","Kamala Harris","TIPP Insights",47.1799968658185
"Michigan","Donald Trump","TIPP Insights",44.5068620433845
"Michigan","Kamala Harris","TIPP Insights",47.1154830028391
"Michigan","Donald Trump","TIPP Insights",44.7322284284943
"Michigan","Robert F. Kennedy","TIPP Insights",10.5106602105743
"Michigan","Cornel West","TIPP Insights",1.47004497382458
"Michigan","Jill Stein","TIPP Insights",1.56767262870458
"Michigan","Kamala Harris","TIPP Insights",47.1165937236814
"Michigan","Donald Trump","TIPP Insights",44.5791287679195
"Michigan","Robert F. Kennedy","TIPP Insights",10.5825464584079
"Michigan","Cornel West","TIPP Insights",1.19240410133557
"Michigan","Jill Stein","TIPP Insights",1.5003985512151
"Pennsylvania","Kamala Harris","ActiVote",51.1249134182342
"Pennsylvania","Donald Trump","ActiVote",48.4681280218923
"Ohio","Kamala Harris","ActiVote",51.1202984169188
"Ohio","Donald Trump","ActiVote",48.4631453663429
"Missouri","Kamala Harris","ActiVote",50.9791285115489
"Missouri","Donald Trump","ActiVote",48.5619501628299
"North Carolina","Kamala Harris","SurveyUSA",46.5804348397678
"North Carolina","Donald Trump","SurveyUSA",44.0040805290498
"North Carolina","Kamala Harris","SurveyUSA",46.5094042855564
"North Carolina","Donald Trump","SurveyUSA",44.0268264917861
"Michigan","Kamala Harris","Fabrizio, Lee & Associates",46.745382153302
"Michigan","Donald Trump","Fabrizio, Lee & Associates",44.2833959016326
"Michigan","Robert F. Kennedy","Fabrizio, Lee & Associates",10.1659469765435
"Michigan","Kamala Harris","Fabrizio, Lee & Associates",46.6007029181005
"Michigan","Donald Trump","Fabrizio, Lee & Associates",44.1652088507718
"Pennsylvania","Kamala Harris","Fabrizio, Lee & Associates",46.7855523120634
"Pennsylvania","Donald Trump","Fabrizio, Lee & Associates",44.2379134734949
"Pennsylvania","Robert F. Kennedy","Fabrizio, Lee & Associates",10.1589997039858
"Pennsylvania","Kamala Harris","Fabrizio, Lee & Associates",46.7570207812393
"Pennsylvania","Donald Trump","Fabrizio, Lee & Associates",44.2021460010399
"Wisconsin","Kamala Harris","Fabrizio, Lee & Associates",46.775012114657
"Wisconsin","Donald Trump","Fabrizio, Lee & Associates",44.4822483357911
"Wisconsin","Robert F. Kennedy","Fabrizio, Lee & Associates",10.2427016480143
"Wisconsin","Kamala Harris","Fabrizio, Lee & Associates",46.7771844728938
"Wisconsin","Donald Trump","Fabrizio, Lee & Associates",44.2704810555868
"Wisconsin","Kamala Harris","BK Strategies",47.2379400924965
"Wisconsin","Donald Trump","BK Strategies",44.3970958755013
"New York","Kamala Harris","ActiVote",50.9291847117841
"New York","Donald Trump","ActiVote",48.5947455652075
"Maryland","Kamala Harris","Fabrizio Lee & Associates/Impact Research",47.2129745968035
"Maryland","Donald Trump","Fabrizio Lee & Associates/Impact Research",44.7949859283943
"Maryland","Robert F. Kennedy","Fabrizio Lee & Associates/Impact Research",10.6699318235195
"Maryland","Jill Stein","Fabrizio Lee & Associates/Impact Research",1.48945872077624
"Maryland","Chase Oliver","Fabrizio Lee & Associates/Impact Research",1.53487554012652
"Maryland","Kamala Harris","Fabrizio Lee & Associates/Impact Research",47.2873391655911
"Maryland","Donald Trump","Fabrizio Lee & Associates/Impact Research",44.8629759574639
"Arizona","Kamala Harris","Spry Strategies",46.6785427942506
"Arizona","Donald Trump","Spry Strategies",44.2603632255129
"Arizona","Kamala Harris","Spry Strategies",46.6322367315903
"Arizona","Donald Trump","Spry Strategies",44.0920382691829
"Arizona","Robert F. Kennedy","Spry Strategies",10.0874942515951
"Arizona","Jill Stein","Spry Strategies",1.08230493436155
"Georgia","Kamala Harris","Spry Strategies",46.6806284573029
"Georgia","Donald Trump","Spry Strategies",44.1634221250647
"Georgia","Kamala Harris","Spry Strategies",46.7056912236971
"Georgia","Donald Trump","Spry Strategies",44.351118645344
"Georgia","Robert F. Kennedy","Spry Strategies",10.0648654676827
"Georgia","Jill Stein","Spry Strategies",0.904971565200325
"North Carolina","Kamala Harris","Spry Strategies",46.7784385334752
"North Carolina","Donald Trump","Spry Strategies",44.0873520477059
"North Carolina","Kamala Harris","Spry Strategies",46.8191774320335
"North Carolina","Donald Trump","Spry Strategies",44.324800129904
"North Carolina","Robert F. Kennedy","Spry Strategies",9.94531270673571
"North Carolina","Jill Stein","Spry Strategies",1.09199979134095
"Pennsylvania","Kamala Harris","Spry Strategies",46.8138906116333
"Pennsylvania","Donald Trump","Spry Strategies",44.1953495566869
"Pennsylvania","Kamala Harris","Spry Strategies",46.6996552805779
"Pennsylvania","Donald Trump","Spry Strategies",44.1111072233863
"Pennsylvania","Robert F. Kennedy","Spry Strategies",10.2990439174907
"Pennsylvania","Jill Stein","Spry Strategies",1.07759639706462
"Wisconsin","Kamala Harris","Spry Strategies",46.7728848324038
"Wisconsin","Donald Trump","Spry Strategies",44.1977724961267
"Wisconsin","Kamala Harris","Spry Strategies",46.6664313867043
"Wisconsin","Donald Trump","Spry Strategies",44.0855619621965
"Wisconsin","Robert F. Kennedy","Spry Strategies",9.98302542730447
"Wisconsin","Jill Stein","Spry Strategies",1.17568557181809
"Pennsylvania","Kamala Harris","InsiderAdvantage",48.6417378179129
"Pennsylvania","Donald Trump","InsiderAdvantage",46.1451034824419
"New Hampshire","Kamala Harris","University of New Hampshire Survey Center",47.6548629887109
"New Hampshire","Donald Trump","University of New Hampshire Survey Center",45.1173737949227
"New Hampshire","Robert F. Kennedy","University of New Hampshire Survey Center",11.018293029628
"New Hampshire","Chase Oliver","University of New Hampshire Survey Center",1.96796858531848
"New Hampshire","Jill Stein","University of New Hampshire Survey Center",2.08286984414575
"New Hampshire","Kamala Harris","University of New Hampshire Survey Center",47.6534547637489
"New Hampshire","Donald Trump","University of New Hampshire Survey Center",45.1658027824808
"Vermont","Kamala Harris","University of New Hampshire Survey Center",47.1578573147803
"Vermont","Donald Trump","University of New Hampshire Survey Center",44.7101711087116
"Vermont","Robert F. Kennedy","University of New Hampshire Survey Center",10.8607856691161
"Vermont","Chase Oliver","University of New Hampshire Survey Center",1.73447148795327
"Vermont","Cornel West","University of New Hampshire Survey Center",1.44051802849651
"Vermont","Kamala Harris","University of New Hampshire Survey Center",47.1522249393705
"Vermont","Donald Trump","University of New Hampshire Survey Center",44.851791442303
"Maine","Kamala Harris","University of New Hampshire Survey Center",47.2703519496344
"Maine","Donald Trump","University of New Hampshire Survey Center",44.9245216218816
"Maine","Robert F. Kennedy","University of New Hampshire Survey Center",10.797136022238
"Maine","Chase Oliver","University of New Hampshire Survey Center",1.8367420537569
"Maine","Jill Stein","University of New Hampshire Survey Center",1.56291416301443
"Maine","Cornel West","University of New Hampshire Survey Center",1.52376384419013
"Maine","Kamala Harris","University of New Hampshire Survey Center",47.2187470074972
"Maine","Donald Trump","University of New Hampshire Survey Center",44.9469195147075
"Maine CD-1","Kamala Harris","University of New Hampshire Survey Center",47.0504110775057
"Maine CD-1","Donald Trump","University of New Hampshire Survey Center",44.5607723919539
"Maine CD-1","Robert F. Kennedy","University of New Hampshire Survey Center",10.6372628453066
"Maine CD-1","Chase Oliver","University of New Hampshire Survey Center",1.52206461021494
"Maine CD-1","Jill Stein","University of New Hampshire Survey Center",1.49020504192353
"Maine CD-1","Cornel West","University of New Hampshire Survey Center",1.24662587124115
"Maine CD-1","Kamala Harris","University of New Hampshire Survey Center",47.2706732692107
"Maine CD-1","Donald Trump","University of New Hampshire Survey Center",44.6980491530892
"Maine CD-2","Kamala Harris","University of New Hampshire Survey Center",47.2980548293459
"Maine CD-2","Donald Trump","University of New Hampshire Survey Center",44.4427984797945
"Maine CD-2","Robert F. Kennedy","University of New Hampshire Survey Center",10.600836481206
"Maine CD-2","Chase Oliver","University of New Hampshire Survey Center",1.54635915187639
"Maine CD-2","Jill Stein","University of New Hampshire Survey Center",1.5171773843633
"Maine CD-2","Cornel West","University of New Hampshire Survey Center",1.42697984121716
"Maine CD-2","Kamala Harris","University of New Hampshire Survey Center",47.1347662263886
"Maine CD-2","Donald Trump","University of New Hampshire Survey Center",44.7319271038118
"California","Kamala Harris","ActiVote",50.9591505097375
"California","Donald Trump","ActiVote",48.4859524427251
"Nebraska CD-2","Kamala Harris","Remington Research Group",46.7958905899958
"Nebraska CD-2","Donald Trump","Remington Research Group",44.2762187357394
"Nebraska CD-2","Robert F. Kennedy","Remington Research Group",10.3357488909858
"Nebraska CD-2","Cornel West","Remington Research Group",1.09905588639832
"Nebraska CD-2","Jill Stein","Remington Research Group",1.27653770961336
"Nebraska CD-2","Chase Oliver","Remington Research Group",1.17978671949132
"Nebraska CD-2","Kamala Harris","Change Research",46.0354267262192
"Nebraska CD-2","Donald Trump","Change Research",43.5661838841144
"Nebraska CD-2","Robert F. Kennedy","Change Research",9.52834998289169
"Virginia","Kamala Harris","Roanoke College Institute for Policy and Opinion Research",48.3698338958721
"Virginia","Donald Trump","Roanoke College Institute for Policy and Opinion Research",46.128561685147
"Virginia","Kamala Harris","Roanoke College Institute for Policy and Opinion Research",48.7049691123503
"Virginia","Donald Trump","Roanoke College Institute for Policy and Opinion Research",46.0746649816415
"Virginia","Robert F. Kennedy","Roanoke College Institute for Policy and Opinion Research",12.0404145495501
"Virginia","Cornel West","Roanoke College Institute for Policy and Opinion Research",2.82646400613904
"Virginia","Jill Stein","Roanoke College Institute for Policy and Opinion Research",2.93074627599348
"Virginia","Chase Oliver","Roanoke College Institute for Policy and Opinion Research",3.12960051175729
"Arizona","Kamala Harris","Noble Predictive Insights",45.4311049204903
"Arizona","Donald Trump","Noble Predictive Insights",42.9215662344912
"Arizona","Kamala Harris","Noble Predictive Insights",45.5069055844765
"Arizona","Donald Trump","Noble Predictive Insights",43.0124886845231
"Arizona","Robert F. Kennedy","Noble Predictive Insights",8.9128169234068
"Arizona","Cornel West","Noble Predictive Insights",-0.17380513152346
"Arizona","Jill Stein","Noble Predictive Insights",-0.136254860199474
"Missouri","Kamala Harris","YouGov",46.8666613672374
"Missouri","Donald Trump","YouGov",44.4434217777285
"Pennsylvania","Kamala Harris","Focaldata",47.5023795120296
"Pennsylvania","Donald Trump","Focaldata",44.8695050006169
