candidate,weight_value,support_pct,date
Harris,6.551080335043404,56,10/10/24
Trump,6.551080335043404,30,10/10/24
Harris,7.084226422097916,47.6,10/10/24
Trump,7.084226422097916,49,10/10/24
Harris,7.084226422097916,49.5,10/10/24
Trump,7.084226422097916,50.5,10/10/24
Harris,6.396929655216146,50,10/10/24
Trump,6.396929655216146,41,10/10/24
Harris,6.659293919683638,50,10/10/24
Trump,6.659293919683638,50,10/10/24
Harris,6.659293919683638,43,10/10/24
Trump,6.659293919683638,39,10/10/24
Harris,6.480044561926653,50,10/10/24
Trump,6.480044561926653,50,10/10/24
Harris,6.480044561926653,44,10/10/24
Trump,6.480044561926653,41,10/10/24
Harris,7.192182058713246,46,10/10/24
Trump,7.192182058713246,51,10/10/24
Harris,5.991464547107982,63.5,10/10/24
Trump,5.991464547107982,36.5,10/10/24
Harris,5.991464547107982,42.8,10/10/24
Trump,5.991464547107982,57.2,10/10/24
Harris,6.684611727667927,46,10/9/24
Trump,6.684611727667927,48,10/9/24
Harris,6.684611727667927,48,10/9/24
Trump,6.684611727667927,48,10/9/24
Harris,6.410174881966167,47,10/9/24
Trump,6.410174881966167,48,10/9/24
Harris,6.561030665896573,46,10/9/24
Trump,6.561030665896573,48,10/9/24
Harris,7.134093721192866,43,10/9/24
Trump,7.134093721192866,50,10/9/24
Harris,7.134093721192866,46,10/9/24
Trump,7.134093721192866,54,10/9/24
Harris,6.983789965258135,49.2,10/9/24
Trump,6.983789965258135,45.3,10/9/24
Harris,6.688354713946762,47.5,10/9/24
Trump,6.688354713946762,48.9,10/9/24
Harris,6.983789965258135,48.5,10/9/24
Trump,6.983789965258135,44.9,10/9/24
Harris,6.688354713946762,48.3,10/9/24
Trump,6.688354713946762,49,10/9/24
Harris,9.228965836099349,50,10/9/24
Trump,9.228965836099349,46,10/9/24
Harris,6.684611727667927,46,10/9/24
Trump,6.684611727667927,49,10/9/24
Harris,6.684611727667927,45,10/9/24
Trump,6.684611727667927,50,10/9/24
Harris,6.684611727667927,48,10/9/24
Trump,6.684611727667927,49,10/9/24
Harris,6.684611727667927,47,10/9/24
Trump,6.684611727667927,50,10/9/24
Harris,6.684611727667927,47,10/9/24
Trump,6.684611727667927,48,10/9/24
Harris,6.684611727667927,48,10/9/24
Trump,6.684611727667927,49,10/9/24
Harris,6.684611727667927,48,10/9/24
Trump,6.684611727667927,49,10/9/24
Harris,6.684611727667927,46,10/9/24
Trump,6.684611727667927,45,10/9/24
Harris,5.991464547107982,51.2,10/9/24
Trump,5.991464547107982,48.8,10/9/24
Harris,5.991464547107982,52.9,10/9/24
Trump,5.991464547107982,47.1,10/9/24
Harris,6.684611727667927,47,10/8/24
Trump,6.684611727667927,49,10/8/24
Harris,6.9930151229329605,44.9,10/8/24
Trump,6.9930151229329605,46.2,10/8/24
Harris,8.612503371220562,46.9,10/8/24
Trump,8.612503371220562,45.6,10/8/24
Harris,7.687080155783135,49,10/8/24
Trump,7.687080155783135,47,10/8/24
Harris,9.288411907396338,50,10/8/24
Trump,9.288411907396338,46,10/8/24
Harris,6.907755278982137,48.2,10/8/24
Trump,6.907755278982137,50.5,10/8/24
Harris,6.907755278982137,49.8,10/8/24
Trump,6.907755278982137,49.7,10/8/24
Harris,6.856461984594587,49.7,10/8/24
Trump,6.856461984594587,49.6,10/8/24
Harris,6.802394763324311,49.2,10/8/24
Trump,6.802394763324311,48.1,10/8/24
Harris,6.907755278982137,49,10/8/24
Trump,6.907755278982137,49.9,10/8/24
Harris,6.907755278982137,49,10/8/24
Trump,6.907755278982137,49.7,10/8/24
Harris,6.907755278982137,49.2,10/8/24
Trump,6.907755278982137,49.9,10/8/24
Harris,6.486160788944089,39,10/8/24
Trump,6.486160788944089,57,10/8/24
Harris,6.486160788944089,38,10/8/24
Trump,6.486160788944089,56,10/8/24
Harris,6.486160788944089,40,10/8/24
Trump,6.486160788944089,57,10/8/24
Harris,6.486160788944089,39,10/8/24
Trump,6.486160788944089,56,10/8/24
Harris,6.396929655216146,37,10/8/24
Trump,6.396929655216146,57,10/8/24
Harris,6.684611727667927,47,10/8/24
Trump,6.684611727667927,47,10/8/24
Harris,6.706862336602747,44,10/8/24
Trump,6.706862336602747,51,10/8/24
Harris,6.907755278982137,46,10/8/24
Trump,6.907755278982137,47,10/8/24
Harris,6.907755278982137,48,10/8/24
Trump,6.907755278982137,48,10/8/24
Harris,7.875119281040293,49,10/8/24
Trump,7.875119281040293,48,10/8/24
Harris,7.70796153183549,49,10/8/24
Trump,7.70796153183549,47,10/8/24
Harris,7.446585099157725,50,10/8/24
Trump,7.446585099157725,48,10/8/24
Harris,7.875119281040293,50,10/8/24
Trump,7.875119281040293,49,10/8/24
Harris,7.70796153183549,50,10/8/24
Trump,7.70796153183549,49,10/8/24
Harris,7.446585099157725,51,10/8/24
Trump,7.446585099157725,48,10/8/24
Harris,6.907755278982137,49.4,10/8/24
Trump,6.907755278982137,50.6,10/8/24
Harris,6.796823718274855,38,10/8/24
Trump,6.796823718274855,58,10/8/24
Harris,6.396929655216146,46,10/8/24
Trump,6.396929655216146,46,10/8/24
Harris,6.396929655216146,48,10/8/24
Trump,6.396929655216146,49,10/8/24
Harris,6.396929655216146,47,10/8/24
Trump,6.396929655216146,45,10/8/24
Harris,6.396929655216146,48,10/8/24
Trump,6.396929655216146,46,10/8/24
Harris,6.396929655216146,46,10/8/24
Trump,6.396929655216146,45,10/8/24
Harris,6.396929655216146,48,10/8/24
Trump,6.396929655216146,46,10/8/24
Harris,6.396929655216146,47,10/8/24
Trump,6.396929655216146,45,10/8/24
Harris,6.396929655216146,49,10/8/24
Trump,6.396929655216146,47,10/8/24
Harris,6.396929655216146,45,10/8/24
Trump,6.396929655216146,46,10/8/24
Harris,6.396929655216146,47,10/8/24
Trump,6.396929655216146,47,10/8/24
Harris,6.396929655216146,42,10/8/24
Trump,6.396929655216146,47,10/8/24
Harris,6.396929655216146,43,10/8/24
Trump,6.396929655216146,49,10/8/24
Harris,6.396929655216146,45,10/8/24
Trump,6.396929655216146,46,10/8/24
Harris,6.396929655216146,46,10/8/24
Trump,6.396929655216146,47,10/8/24
Harris,6.396929655216146,46,10/8/24
Trump,6.396929655216146,45,10/8/24
Harris,6.396929655216146,48,10/8/24
Trump,6.396929655216146,48,10/8/24
Harris,7.090076835776092,35,10/8/24
Trump,7.090076835776092,54,10/8/24
Harris,6.878326468291325,35,10/8/24
Trump,6.878326468291325,56,10/8/24
Harris,5.991464547107982,49.3,10/8/24
Trump,5.991464547107982,50.7,10/8/24
Harris,7.254177846456518,47,10/7/24
Trump,7.254177846456518,44,10/7/24
Harris,7.114769448366463,49,10/7/24
Trump,7.114769448366463,45,10/7/24
Harris,6.5998704992128365,48.7,10/7/24
Trump,6.5998704992128365,47.8,10/7/24
Harris,6.1092475827643655,51,10/7/24
Trump,6.1092475827643655,48,10/7/24
Harris,6.1092475827643655,50,10/7/24
Trump,6.1092475827643655,49,10/7/24
Harris,6.1092475827643655,50,10/7/24
Trump,6.1092475827643655,48,10/7/24
Harris,9.370671910878523,51,10/7/24
Trump,9.370671910878523,45,10/7/24
Harris,7.148345743900068,42,10/7/24
Trump,7.148345743900068,38,10/7/24
Harris,6.98100574072173,46,10/7/24
Trump,6.98100574072173,43,10/7/24
Harris,6.98100574072173,47,10/7/24
Trump,6.98100574072173,45,10/7/24
Harris,7.148345743900068,48,10/7/24
Trump,7.148345743900068,47,10/7/24
Harris,6.98100574072173,50,10/7/24
Trump,6.98100574072173,48,10/7/24
Harris,6.98100574072173,51,10/7/24
Trump,6.98100574072173,49,10/7/24
Harris,6.914730892718563,47,10/7/24
Trump,6.914730892718563,50,10/7/24
Harris,6.914730892718563,47,10/7/24
Trump,6.914730892718563,51,10/7/24
Harris,7.252762418053187,49,10/7/24
Trump,7.252762418053187,46,10/7/24
Harris,7.252762418053187,49,10/7/24
Trump,7.252762418053187,47,10/7/24
Harris,6.9782137426306985,46,10/7/24
Trump,6.9782137426306985,48,10/7/24
Harris,6.9782137426306985,47,10/7/24
Trump,6.9782137426306985,49,10/7/24
Harris,7.136483208590247,47,10/7/24
Trump,7.136483208590247,51,10/7/24
Harris,7.251344983372214,47,10/7/24
Trump,7.251344983372214,51,10/7/24
Harris,7.21890970761906,46,10/7/24
Trump,7.21890970761906,52,10/7/24
Harris,7.078341579557671,46,10/7/24
Trump,7.078341579557671,53,10/7/24
Harris,7.32052696227274,46,10/7/24
Trump,7.32052696227274,52,10/7/24
Harris,7.190676034332207,46,10/7/24
Trump,7.190676034332207,52,10/7/24
Harris,6.90975328164481,45,10/7/24
Trump,6.90975328164481,51,10/7/24
Harris,6.90975328164481,44,10/7/24
Trump,6.90975328164481,51,10/7/24
Harris,6.9440872082295275,47.4,10/7/24
Trump,6.9440872082295275,48.4,10/7/24
Harris,6.9440872082295275,46.6,10/7/24
Trump,6.9440872082295275,46.8,10/7/24
Harris,6.289715570908998,38,10/7/24
Trump,6.289715570908998,54,10/7/24
Harris,6.289715570908998,36,10/7/24
Trump,6.289715570908998,54,10/7/24
Harris,6.396929655216146,39,10/7/24
Trump,6.396929655216146,52,10/7/24
Harris,6.396929655216146,37,10/7/24
Trump,6.396929655216146,51,10/7/24
Harris,7.559038255443384,47.72,10/6/24
Trump,7.559038255443384,45.99,10/6/24
Harris,6.90875477931522,49,10/6/24
Trump,6.90875477931522,45,10/6/24
Harris,9.337237305164534,51,10/6/24
Trump,9.337237305164534,46,10/6/24
Harris,6.698268054115413,45,10/6/24
Trump,6.698268054115413,50,10/6/24
Harris,6.652863029353347,45,10/6/24
Trump,6.652863029353347,50,10/6/24
Harris,6.551080335043404,47,10/6/24
Trump,6.551080335043404,48,10/6/24
Harris,8.300280189852664,48,10/6/24
Trump,8.300280189852664,47,10/6/24
Harris,8.300280189852664,50,10/6/24
Trump,8.300280189852664,49,10/6/24
Harris,8.127109185346375,49,10/6/24
Trump,8.127109185346375,46,10/6/24
Harris,8.127109185346375,47,10/6/24
Trump,8.127109185346375,44,10/6/24
Harris,6.432940092739179,41,10/6/24
Trump,6.432940092739179,55,10/6/24
Harris,6.432940092739179,40,10/6/24
Trump,6.432940092739179,53,10/6/24
Harris,6.432940092739179,41,10/6/24
Trump,6.432940092739179,54,10/6/24
Harris,6.432940092739179,40,10/6/24
Trump,6.432940092739179,53,10/6/24
Harris,5.991464547107982,47,10/6/24
Trump,5.991464547107982,53,10/6/24
Harris,5.991464547107982,50.8,10/6/24
Trump,5.991464547107982,49.2,10/6/24
Harris,9.291367210618557,51,10/5/24
Trump,9.291367210618557,45,10/5/24
Harris,6.214608098422191,61.2,10/5/24
Trump,6.214608098422191,32.2,10/5/24
Harris,5.991464547107982,58.8,10/5/24
Trump,5.991464547107982,41.2,10/5/24
Harris,6.904750769961838,49,10/4/24
Trump,6.904750769961838,46,10/4/24
Harris,6.904750769961838,48,10/4/24
Trump,6.904750769961838,45,10/4/24
Harris,7.047517221357296,46,10/4/24
Trump,7.047517221357296,45,10/4/24
Harris,6.939253946041508,47,10/4/24
Trump,6.939253946041508,47,10/4/24
Harris,7.048386408721883,48,10/4/24
Trump,7.048386408721883,46,10/4/24
Harris,6.940222469119639,48,10/4/24
Trump,6.940222469119639,47,10/4/24
Harris,6.920671504248683,44.5,10/4/24
Trump,6.920671504248683,41.5,10/4/24
Harris,6.734591659972948,48.7,10/4/24
Trump,6.734591659972948,44.6,10/4/24
Harris,6.626717749249025,49.9,10/4/24
Trump,6.626717749249025,46.4,10/4/24
Harris,9.254739959272866,51,10/4/24
Trump,9.254739959272866,45,10/4/24
Harris,7.736307096548285,49,10/4/24
Trump,7.736307096548285,46,10/4/24
Harris,7.736307096548285,49,10/4/24
Trump,7.736307096548285,47,10/4/24
Harris,7.847762537473608,47,10/4/24
Trump,7.847762537473608,46,10/4/24
Harris,7.847762537473608,47,10/4/24
Trump,7.847762537473608,45,10/4/24
Harris,6.396929655216146,46.8,10/4/24
Trump,6.396929655216146,44.2,10/4/24
Harris,6.437751649736401,43,10/4/24
Trump,6.437751649736401,49,10/4/24
Harris,6.424869023905388,44,10/4/24
Trump,6.424869023905388,50,10/4/24
Harris,6.424869023905388,42,10/4/24
Trump,6.424869023905388,49,10/4/24
Harris,6.424869023905388,44,10/4/24
Trump,6.424869023905388,50,10/4/24
Harris,6.424869023905388,41,10/4/24
Trump,6.424869023905388,48,10/4/24
Harris,6.684611727667927,52,10/4/24
Trump,6.684611727667927,41,10/4/24
Harris,7.099201743553092,49,10/3/24
Trump,7.099201743553092,46,10/3/24
Harris,7.313220387090301,47.2,10/3/24
Trump,7.313220387090301,44.5,10/3/24
Harris,7.313220387090301,50.3,10/3/24
Trump,7.313220387090301,47,10/3/24
Harris,9.28498391497195,50,10/3/24
Trump,9.28498391497195,45,10/3/24
Harris,6.396929655216146,38,10/3/24
Trump,6.396929655216146,58,10/3/24
Harris,7.994632311431825,49,10/3/24
Trump,7.994632311431825,49,10/3/24
Harris,6.661854740545311,49,10/3/24
Trump,6.661854740545311,49,10/3/24
Harris,7.651595573857601,51,10/2/24
Trump,7.651595573857601,44,10/2/24
Harris,6.663132695990803,46,10/2/24
Trump,6.663132695990803,50,10/2/24
Harris,9.313348122050412,50,10/2/24
Trump,9.313348122050412,45,10/2/24
Harris,6.318968113746434,47,10/2/24
Trump,6.318968113746434,48,10/2/24
Harris,7.988203597022576,45,10/2/24
Trump,7.988203597022576,49,10/2/24
Harris,8.23827262463303,47,10/2/24
Trump,8.23827262463303,47,10/2/24
Harris,6.732210706467206,48,10/2/24
Trump,6.732210706467206,46,10/2/24
Harris,6.311734809152915,51,10/2/24
Trump,6.311734809152915,43,10/2/24
Harris,6.2422232654551655,48,10/2/24
Trump,6.2422232654551655,47,10/2/24
Harris,6.6240652277998935,45,10/2/24
Trump,6.6240652277998935,47,10/2/24
Harris,8.645762292210945,48,10/2/24
Trump,8.645762292210945,47,10/2/24
Harris,6.278521424165844,47,10/2/24
Trump,6.278521424165844,46,10/2/24
Harris,6.907755278982137,50.7,10/2/24
Trump,6.907755278982137,49.3,10/2/24
Harris,6.907755278982137,46.8,10/2/24
Trump,6.907755278982137,44.7,10/2/24
Harris,6.214608098422191,45,10/2/24
Trump,6.214608098422191,47,10/2/24
Harris,6.214608098422191,44,10/2/24
Trump,6.214608098422191,47,10/2/24
Harris,6.214608098422191,48,10/2/24
Trump,6.214608098422191,46,10/2/24
Harris,6.214608098422191,45,10/2/24
Trump,6.214608098422191,47,10/2/24
Harris,6.214608098422191,46,10/2/24
Trump,6.214608098422191,46,10/2/24
Harris,6.214608098422191,46,10/2/24
Trump,6.214608098422191,47,10/2/24
Harris,5.991464547107982,56,10/2/24
Trump,5.991464547107982,44,10/2/24
Harris,7.288244401020124,48,10/1/24
Trump,7.288244401020124,45,10/1/24
Harris,7.13966033596492,49,10/1/24
Trump,7.13966033596492,46,10/1/24
Harris,6.907755278982137,50.2,10/1/24
Trump,6.907755278982137,48.6,10/1/24
Harris,9.33025446864152,50,10/1/24
Trump,9.33025446864152,46,10/1/24
Harris,5.991464547107982,42,10/1/24
Trump,5.991464547107982,53,10/1/24
Harris,7.165493475060845,50,10/1/24
Trump,7.165493475060845,48,10/1/24
Harris,7.322510433997394,50,10/1/24
Trump,7.322510433997394,47,10/1/24
Harris,8.021256180143997,57,10/1/24
Trump,8.021256180143997,35,10/1/24
Harris,6.396929655216146,47,10/1/24
Trump,6.396929655216146,49,10/1/24
Harris,6.396929655216146,48,10/1/24
Trump,6.396929655216146,50,10/1/24
Harris,6.90875477931522,49,10/1/24
Trump,6.90875477931522,44,10/1/24
Harris,6.5638555265321274,48,9/30/24
Trump,6.5638555265321274,49,9/30/24
Harris,6.5638555265321274,47,9/30/24
Trump,6.5638555265321274,47,9/30/24
Harris,6.684611727667927,47.7,9/30/24
Trump,6.684611727667927,49.1,9/30/24
Harris,6.684611727667927,48.4,9/30/24
Trump,6.684611727667927,49.3,9/30/24
Harris,6.684611727667927,49.3,9/30/24
Trump,6.684611727667927,49.5,9/30/24
Harris,6.684611727667927,48.3,9/30/24
Trump,6.684611727667927,48.1,9/30/24
Harris,6.983789965258135,46,9/30/24
Trump,6.983789965258135,47.1,9/30/24
Harris,6.990256500493881,44.7,9/30/24
Trump,6.990256500493881,46.9,9/30/24
Harris,6.214608098422191,32,9/30/24
Trump,6.214608098422191,59,9/30/24
Harris,9.355997944398545,50,9/30/24
Trump,9.355997944398545,46,9/30/24
Harris,5.991464547107982,60.6,9/30/24
Trump,5.991464547107982,39.4,9/30/24
Harris,5.991464547107982,46.4,9/30/24
Trump,5.991464547107982,53.6,9/30/24
Harris,5.991464547107982,43,9/30/24
Trump,5.991464547107982,57,9/30/24
Harris,6.684611727667927,47,9/29/24
Trump,6.684611727667927,47,9/29/24
Harris,7.38770923908104,48,9/29/24
Trump,7.38770923908104,46,9/29/24
Harris,6.704414354964107,49,9/29/24
Trump,6.704414354964107,50,9/29/24
Harris,9.33970057728189,51,9/29/24
Trump,9.33970057728189,46,9/29/24
Harris,7.074963197966044,43,9/29/24
Trump,7.074963197966044,52,9/29/24
Harris,6.729824070489475,51,9/29/24
Trump,6.729824070489475,47,9/29/24
Harris,6.78897174299217,50,9/29/24
Trump,6.78897174299217,48,9/29/24
Harris,6.993932975223189,45.3,9/29/24
Trump,6.993932975223189,47.5,9/29/24
Harris,6.214608098422191,47.6,9/29/24
Trump,6.214608098422191,45.4,9/29/24
Harris,6.684611727667927,50,9/29/24
Trump,6.684611727667927,46,9/29/24
Harris,6.684611727667927,50,9/29/24
Trump,6.684611727667927,46,9/29/24
Harris,6.90875477931522,48,9/29/24
Trump,6.90875477931522,50,9/29/24
Harris,6.90875477931522,47,9/29/24
Trump,6.90875477931522,50,9/29/24
Harris,6.859614903654202,47,9/29/24
Trump,6.859614903654202,49,9/29/24
Harris,6.859614903654202,48,9/29/24
Trump,6.859614903654202,49,9/29/24
Harris,6.848005274576363,44,9/29/24
Trump,6.848005274576363,50,9/29/24
Harris,6.848005274576363,45,9/29/24
Trump,6.848005274576363,50,9/29/24
Harris,6.396929655216146,47,9/29/24
Trump,6.396929655216146,46,9/29/24
Harris,5.991464547107982,47,9/29/24
Trump,5.991464547107982,47,9/29/24
Harris,5.991464547107982,48,9/29/24
Trump,5.991464547107982,47,9/29/24
Harris,5.991464547107982,46,9/29/24
Trump,5.991464547107982,47,9/29/24
Harris,5.991464547107982,47,9/29/24
Trump,5.991464547107982,47,9/29/24
Harris,6.0014148779611505,46,9/29/24
Trump,6.0014148779611505,48,9/29/24
Harris,6.0014148779611505,47,9/29/24
Trump,6.0014148779611505,49,9/29/24
Harris,6.008813185442595,47,9/29/24
Trump,6.008813185442595,47,9/29/24
Harris,6.008813185442595,48,9/29/24
Trump,6.008813185442595,47,9/29/24
Harris,5.993961427306569,47,9/29/24
Trump,5.993961427306569,47,9/29/24
Harris,5.993961427306569,47,9/29/24
Trump,5.993961427306569,48,9/29/24
Harris,6.0112671744041615,47,9/29/24
Trump,6.0112671744041615,47,9/29/24
Harris,6.0112671744041615,48,9/29/24
Trump,6.0112671744041615,48,9/29/24
Harris,6.0112671744041615,46,9/29/24
Trump,6.0112671744041615,45,9/29/24
Harris,6.0112671744041615,48,9/29/24
Trump,6.0112671744041615,46,9/29/24
Harris,6.97354301952014,42,9/29/24
Trump,6.97354301952014,51.6,9/29/24
Harris,6.70196036600254,48,9/29/24
Trump,6.70196036600254,46,9/29/24
Harris,6.3784261836515865,48,9/29/24
Trump,6.3784261836515865,48,9/29/24
Harris,5.991464547107982,52.1,9/29/24
Trump,5.991464547107982,47.9,9/29/24
Harris,6.824373670043086,47.6,9/28/24
Trump,6.824373670043086,51.7,9/28/24
Harris,6.745236349484363,49.1,9/28/24
Trump,6.745236349484363,49.9,9/28/24
Harris,6.907755278982137,49.3,9/28/24
Trump,6.907755278982137,48.8,9/28/24
Harris,6.396929655216146,44.6,9/28/24
Trump,6.396929655216146,51.3,9/28/24
Harris,6.416732282512326,39,9/28/24
Trump,6.416732282512326,54,9/28/24
Harris,9.331584079261546,50,9/28/24
Trump,9.331584079261546,45,9/28/24
Harris,6.760414691083428,57,9/28/24
Trump,6.760414691083428,35,9/28/24
Harris,9.305923241869912,50,9/27/24
Trump,9.305923241869912,45,9/27/24
Harris,6.658011045870748,46,9/27/24
Trump,6.658011045870748,53,9/27/24
Harris,6.651571873589727,48,9/27/24
Trump,6.651571873589727,50,9/27/24
Harris,6.659293919683638,47,9/27/24
Trump,6.659293919683638,51,9/27/24
Harris,6.670766320845874,50,9/27/24
Trump,6.670766320845874,47,9/27/24
Harris,6.742880635791903,48,9/27/24
Trump,6.742880635791903,45,9/27/24
Harris,6.907755278982137,44,9/27/24
Trump,6.907755278982137,51,9/27/24
Harris,7.611347717403621,47,9/26/24
Trump,7.611347717403621,44,9/26/24
Harris,6.694562058521095,45,9/26/24
Trump,6.694562058521095,49,9/26/24
Harris,6.694562058521095,46,9/26/24
Trump,6.694562058521095,50,9/26/24
Harris,6.63200177739563,44,9/26/24
Trump,6.63200177739563,49,9/26/24
Harris,6.63200177739563,46,9/26/24
Trump,6.63200177739563,51,9/26/24
Harris,6.522092798170152,51,9/26/24
Trump,6.522092798170152,42,9/26/24
Harris,6.522092798170152,49,9/26/24
Trump,6.522092798170152,41,9/26/24
Harris,6.522092798170152,52,9/26/24
Trump,6.522092798170152,43,9/26/24
Harris,6.522092798170152,51,9/26/24
